Id,date,boil_current_level
922,1423402363.05881,1178.0
923,1423402363.56509,1178.0
924,1423402364.07032,1181.0
925,1423402364.58551,1178.0
926,1423402365.08017,1179.0
927,1423402365.60685,1178.0
928,1423402366.08949,1181.0
929,1423402366.60007,1178.0
930,1423402367.10307,1178.0
931,1423402368.57268,1178.0
932,1423402368.7145,1181.0
933,1423402368.84936,1178.0
934,1423402369.12088,1178.0
935,1423402369.63265,1178.0
936,1423402370.13549,1180.0
937,1423402370.62873,1178.0
938,1423402371.1729,1178.0
939,1423402371.65123,1179.0
940,1423402372.15438,1181.0
941,1423402372.65731,1178.0
942,1423402373.16392,1178.0
943,1423402373.663,1179.0
944,1423402374.17161,1181.0
945,1423402374.69171,1178.0
946,1423402375.17993,1178.0
947,1423402375.74978,1179.0
948,1423402376.92553,1181.0
949,1423402377.06215,1178.0
950,1423402377.21782,1179.0
951,1423402377.70558,1179.0
952,1423402378.22657,1181.0
953,1423402378.7223,1178.0
954,1423402379.2221,1178.0
955,1423402379.72599,1179.0
956,1423402380.22755,1181.0
957,1423402380.75067,1178.0
958,1423402381.23647,1178.0
959,1423402381.74648,1178.0
960,1423402382.24724,1180.0
961,1423402382.7546,1178.0
962,1423402383.25687,1178.0
963,1423402383.76839,1179.0
964,1423402384.26691,1181.0
965,1423402384.77639,1178.0
966,1423402385.2828,1178.0
967,1423402385.7819,1179.0
968,1423402386.28967,1181.0
969,1423402386.79248,1178.0
970,1423402387.29738,1179.0
971,1423402387.79693,1179.0
972,1423402388.30651,1180.0
973,1423402389.43916,1178.0
974,1423402389.58596,1178.0
975,1423402389.82523,1178.0
976,1423402390.38286,1181.0
977,1423402390.86436,1178.0
978,1423402391.33641,1178.0
979,1423402391.89603,1179.0
980,1423402392.34736,1181.0
981,1423402392.90667,1178.0
982,1423402393.35451,1178.0
983,1423402393.8733,1178.0
984,1423402394.36961,1180.0
985,1423402394.87276,1178.0
986,1423402395.37443,1178.0
987,1423402395.88016,1179.0
988,1423402396.38348,1181.0
989,1423402396.90561,1178.0
990,1423402397.39374,1178.0
991,1423402397.91438,1179.0
992,1423402398.41004,1181.0
993,1423402398.93004,1178.0
994,1423402399.41375,1178.0
995,1423402399.92391,1179.0
996,1423402400.42559,1181.0
997,1423402400.93639,1178.0
998,1423402401.76331,1178.0
999,1423402401.95325,1179.0
1000,1423402402.44304,1181.0
1001,1423402402.96589,1178.0
1002,1423402403.44789,1178.0
1003,1423402403.9596,1179.0
1004,1423402404.53796,1181.0
1005,1423402404.9692,1178.0
1006,1423402405.46654,1179.0
1007,1423402405.98592,1179.0
1008,1423402406.50628,1181.0
1009,1423402406.99493,1178.0
1010,1423402407.49217,1178.0
1011,1423402407.99841,1179.0
1012,1423402408.50265,1181.0
1013,1423402409.00838,1178.0
1014,1423402409.51344,1178.0
1015,1423402410.02788,1179.0
1016,1423402410.52443,1181.0
1017,1423402411.06627,1178.0
1018,1423402411.53474,1178.0
1019,1423402412.06127,1178.0
1020,1423402412.54347,1181.0
1021,1423402413.04724,1178.0
1022,1423402414.38507,1178.0
1023,1423402414.51852,1179.0
1024,1423402414.65369,1181.0
1025,1423402415.06784,1178.0
1026,1423402415.57296,1178.0
1027,1423402416.08156,1178.0
1028,1423402416.58103,1180.0
1029,1423402417.09485,1178.0
1030,1423402417.5862,1178.0
1031,1423402418.10355,1179.0
1032,1423402418.6525,1181.0
1033,1423402419.11496,1178.0
1034,1423402419.61084,1178.0
1035,1423402420.11574,1179.0
1036,1423402420.62003,1181.0
1037,1423402421.13133,1178.0
1038,1423402422.35588,1178.0
1039,1423402422.52414,1178.0
1040,1423402422.6625,1181.0
1041,1423402423.15576,1178.0
1042,1423402423.6519,1178.0
1043,1423402424.15973,1179.0
1044,1423402424.66221,1181.0
1045,1423402425.20735,1178.0
1046,1423402425.67204,1178.0
1047,1423402426.18289,1179.0
1048,1423402426.68468,1181.0
1049,1423402427.19175,1178.0
1050,1423402427.90819,1178.0
1051,1423402428.19835,1179.0
1052,1423402428.7001,1181.0
1053,1423402429.21305,1178.0
1054,1423402431.09758,1178.0
1055,1423402431.86564,1179.0
1056,1423402431.99782,1181.0
1057,1423402432.13273,1178.0
1058,1423402432.27612,1178.0
1059,1423402432.41386,1179.0
1060,1423402432.74819,1181.0
1061,1423402433.24675,1178.0
1062,1423402433.75791,1178.0
1063,1423402434.25748,1179.0
1064,1423402434.75316,1181.0
1065,1423402435.28339,1178.0
1066,1423402435.7707,1178.0
1067,1423402436.30113,1179.0
1068,1423402436.77161,1181.0
1069,1423402437.29188,1178.0
1070,1423402437.78235,1178.0
1071,1423402438.305,1179.0
1072,1423402438.80734,1181.0
1073,1423402439.31572,1178.0
1074,1423402439.80352,1179.0
1075,1423402440.32603,1179.0
1076,1423402440.81926,1181.0
1077,1423402441.34751,1178.0
1078,1423402441.82785,1178.0
1079,1423402442.39257,1178.0
1080,1423402442.84076,1181.0
1081,1423402444.53014,1178.0
1082,1423402444.68866,1178.0
1083,1423402444.82492,1179.0
1084,1423402444.95958,1181.0
1085,1423402445.38153,1178.0
1086,1423402445.86796,1179.0
1087,1423402446.39126,1179.0
1088,1423402446.87983,1181.0
1089,1423402447.42127,1178.0
1090,1423402447.94887,1178.0
1091,1423402448.92196,1179.0
1092,1423402449.05738,1181.0
1093,1423402449.40901,1178.0
1094,1423402449.90836,1178.0
1095,1423402450.43301,1179.0
1096,1423402450.91729,1181.0
1097,1423402451.4225,1178.0
1098,1423402451.93051,1178.0
1099,1423402452.44341,1179.0
1100,1423402452.94727,1181.0
1101,1423402453.44353,1178.0
1102,1423402453.95669,1178.0
1103,1423402454.45217,1179.0
1104,1423402454.95871,1181.0
1105,1423402455.46442,1178.0
1106,1423402456.00496,1178.0
1107,1423402456.91307,1179.0
1108,1423402457.05331,1181.0
1109,1423402457.52413,1178.0
1110,1423402457.99783,1178.0
1111,1423402458.49354,1179.0
1112,1423402458.99854,1181.0
1113,1423402459.64276,1178.0
1114,1423402460.00618,1178.0
1115,1423402460.51855,1179.0
1116,1423402461.01777,1181.0
1117,1423402461.52002,1178.0
1118,1423402462.0265,1178.0
1119,1423402462.56157,1179.0
1120,1423402463.03925,1181.0
1121,1423402463.56246,1178.0
1122,1423402464.07208,1178.0
1123,1423402465.8852,1179.0
1124,1423402466.07502,1181.0
1125,1423402466.21772,1178.0
1126,1423402466.3561,1178.0
1127,1423402466.57321,1179.0
1128,1423402467.0777,1181.0
1129,1423402467.62846,1178.0
1130,1423402468.08976,1178.0
1131,1423402468.92181,1178.0
1132,1423402469.12876,1181.0
1133,1423402469.60676,1178.0
1134,1423402470.10517,1178.0
1135,1423402470.61057,1179.0
1136,1423402471.11404,1181.0
1137,1423402471.62511,1178.0
1138,1423402472.13725,1178.0
1139,1423402472.7004,1178.0
1140,1423402473.15469,1181.0
1141,1423402473.63883,1178.0
1142,1423402474.1811,1178.0
1143,1423402474.64958,1179.0
1144,1423402475.1727,1181.0
1145,1423402475.6591,1178.0
1146,1423402476.18154,1178.0
1147,1423402476.74473,1179.0
1148,1423402478.35343,1181.0
1149,1423402478.52017,1178.0
1150,1423402478.65296,1178.0
1151,1423402478.7909,1179.0
1152,1423402479.19159,1181.0
1153,1423402479.69602,1178.0
1154,1423402480.20172,1178.0
1155,1423402480.70863,1178.0
1156,1423402481.24708,1181.0
1157,1423402481.77148,1178.0
1158,1423402483.25075,1178.0
1159,1423402483.39728,1179.0
1160,1423402483.53013,1181.0
1161,1423402483.73585,1178.0
1162,1423402484.24233,1178.0
1163,1423402484.78176,1179.0
1164,1423402485.25124,1181.0
1165,1423402485.79067,1178.0
1166,1423402486.26101,1178.0
1167,1423402487.59957,1179.0
1168,1423402487.73631,1181.0
1169,1423402487.94924,1178.0
1170,1423402488.28121,1178.0
1171,1423402488.78992,1179.0
1172,1423402489.29229,1181.0
1173,1423402489.80003,1178.0
1174,1423402490.30134,1178.0
1175,1423402490.82265,1179.0
1176,1423402491.31239,1181.0
1177,1423402491.8201,1178.0
1178,1423402492.32053,1178.0
1179,1423402492.82783,1179.0
1180,1423402493.34889,1181.0
1181,1423402493.84681,1178.0
1182,1423402494.36221,1178.0
1183,1423402494.86347,1179.0
1184,1423402495.38373,1181.0
1185,1423402495.86048,1178.0
1186,1423402496.39233,1178.0
1187,1423402496.87016,1178.0
1188,1423402497.3877,1181.0
1189,1423402497.88602,1178.0
1190,1423402498.37945,1178.0
1191,1423402500.08842,1179.0
1192,1423402500.24264,1181.0
1193,1423402500.38093,1178.0
1194,1423402500.51729,1178.0
1195,1423402500.92256,1179.0
1196,1423402501.54292,1181.0
1197,1423402501.94751,1178.0
1198,1423402502.41962,1178.0
1199,1423402502.93073,1178.0
1200,1423402503.43392,1180.0
1201,1423402504.5645,1178.0
1202,1423402504.73942,1178.0
1203,1423402504.95311,1179.0
1204,1423402505.44966,1181.0
1205,1423402505.95743,1178.0
1206,1423402506.45936,1178.0
1207,1423402506.97722,1178.0
1208,1423402507.48325,1181.0
1209,1423402507.9784,1178.0
1210,1423402508.48785,1178.0
1211,1423402508.9848,1178.0
1212,1423402509.51059,1181.0
1213,1423402509.99462,1178.0
1214,1423402510.51787,1178.0
1215,1423402511.01098,1178.0
1216,1423402511.51619,1181.0
1217,1423402512.01344,1178.0
1218,1423402512.51855,1178.0
1219,1423402513.02495,1179.0
1220,1423402513.53,1181.0
1221,1423402514.03391,1178.0
1222,1423402514.53849,1179.0
1223,1423402515.05332,1179.0
1224,1423402515.54645,1181.0
1225,1423402516.77099,1178.0
1226,1423402516.92675,1178.0
1227,1423402517.07202,1179.0
1228,1423402517.57535,1181.0
1229,1423402518.07371,1178.0
1230,1423402518.5774,1178.0
1231,1423402519.08962,1179.0
1232,1423402519.58648,1181.0
1233,1423402520.09371,1178.0
1234,1423402520.60122,1179.0
1235,1423402521.10892,1179.0
1236,1423402521.60802,1181.0
1237,1423402522.11061,1178.0
1238,1423402522.6162,1178.0
1239,1423402523.12159,1179.0
1240,1423402523.62667,1181.0
1241,1423402524.1347,1178.0
1242,1423402524.63598,1178.0
1243,1423402525.14445,1178.0
1244,1423402525.64621,1180.0
1245,1423402526.15318,1178.0
1246,1423402526.65876,1178.0
1247,1423402527.19907,1178.0
1248,1423402527.66623,1181.0
1249,1423402528.94043,1178.0
1250,1423402529.10945,1178.0
1251,1423402529.24919,1179.0
1252,1423402529.6862,1181.0
1253,1423402530.23125,1178.0
1254,1423402530.69763,1178.0
1255,1423402531.20561,1178.0
1256,1423402531.70836,1181.0
1257,1423402532.22124,1178.0
1258,1423402532.71743,1178.0
1259,1423402533.22574,1179.0
1260,1423402533.73317,1181.0
1261,1423402534.26271,1178.0
1262,1423402534.73953,1179.0
1263,1423402535.29717,1179.0
1264,1423402535.74522,1181.0
1265,1423402536.25,1178.0
1266,1423402536.75579,1179.0
1267,1423402537.26282,1179.0
1268,1423402537.76341,1181.0
1269,1423402538.27796,1178.0
1270,1423402538.77311,1178.0
1271,1423402539.27954,1179.0
1272,1423402539.79144,1181.0
1273,1423402540.29477,1178.0
1274,1423402541.1235,1178.0
1275,1423402541.30952,1179.0
1276,1423402541.80589,1181.0
1277,1423402542.31538,1178.0
1278,1423402542.81549,1178.0
1279,1423402543.32087,1179.0
1280,1423402543.82348,1181.0
1281,1423402544.34205,1178.0
1282,1423402544.83387,1178.0
1283,1423402545.34408,1179.0
1284,1423402545.85298,1181.0
1285,1423402546.35982,1178.0
1286,1423402546.85376,1178.0
1287,1423402547.36996,1179.0
1288,1423402547.9163,1181.0
1289,1423402548.37494,1178.0
1290,1423402548.87435,1179.0
1291,1423402549.38706,1179.0
1292,1423402549.88558,1181.0
1293,1423402550.39274,1178.0
1294,1423402550.89216,1178.0
1295,1423402551.40794,1179.0
1296,1423402551.90528,1180.0
1297,1423402552.48746,1178.0
1298,1423402553.54418,1178.0
1299,1423402553.71893,1179.0
1300,1423402553.92224,1181.0
1301,1423402554.43233,1178.0
1302,1423402554.93477,1178.0
1303,1423402555.44087,1179.0
1304,1423402555.94333,1181.0
1305,1423402556.44843,1178.0
1306,1423402556.95974,1178.0
1307,1423402557.46219,1179.0
1308,1423402557.9624,1181.0
1309,1423402558.47969,1178.0
1310,1423402558.9715,1178.0
1311,1423402559.47991,1178.0
1312,1423402559.98367,1180.0
1313,1423402560.48621,1178.0
1314,1423402560.9956,1178.0
1315,1423402561.50846,1179.0
1316,1423402562.00474,1181.0
1317,1423402562.51258,1178.0
1318,1423402563.01104,1178.0
1319,1423402563.52185,1179.0
1320,1423402564.02322,1223.0
1321,1423402564.54049,1178.0
1322,1423402565.74266,1181.0
1323,1423402565.9144,1180.0
1324,1423402566.05479,1211.0
1325,1423402566.67958,1179.0
1326,1423402567.05492,1178.0
1327,1423402567.56071,1192.0
1328,1423402568.06199,1185.0
1329,1423402568.5747,1178.0
1330,1423402569.07155,1178.0
1331,1423402569.58601,1180.0
1332,1423402570.08001,1197.0
1333,1423402570.60325,1216.0
1334,1423402571.12894,1217.0
1335,1423402571.59887,1181.0
1336,1423402572.10277,1225.0
1337,1423402572.60898,1163.0
1338,1423402573.11183,1180.0
1339,1423402573.62184,1225.0
1340,1423402574.12139,1224.0
1341,1423402574.62822,1225.0
1342,1423402575.13017,1189.0
1343,1423402575.76297,1222.0
1344,1423402576.14289,1225.0
1345,1423402576.65929,1224.0
1346,1423402577.15124,1218.0
1347,1423402578.28572,1222.0
1348,1423402578.42691,1138.0
1349,1423402578.67039,1224.0
1350,1423402579.17408,1178.0
1351,1423402579.68328,1224.0
1352,1423402580.18045,1212.0
1353,1423402580.69919,1214.0
1354,1423402581.18924,1178.0
1355,1423402581.70444,1223.0
1356,1423402582.19939,1224.0
1357,1423402582.71136,1210.0
1358,1423402583.2097,1195.0
1359,1423402583.72033,1218.0
1360,1423402584.22009,1221.0
1361,1423402584.74037,1226.0
1362,1423402585.23018,1213.0
1363,1423402585.74701,1182.0
1364,1423402586.24054,1226.0
1365,1423402586.755,1226.0
1366,1423402587.25087,1224.0
1367,1423402587.75995,1225.0
1368,1423402588.26211,1223.0
1369,1423402588.76718,1227.0
1370,1423402589.27015,1224.0
1371,1423402590.55833,1224.0
1372,1423402590.6939,1226.0
1373,1423402590.83256,1225.0
1374,1423402591.29032,1224.0
1375,1423402591.83074,1226.0
1376,1423402592.29606,1226.0
1377,1423402592.86141,1227.0
1378,1423402593.30495,1224.0
1379,1423402593.81586,1227.0
1380,1423402594.322,1225.0
1381,1423402594.92512,1225.0
1382,1423402595.33493,1226.0
1383,1423402595.8442,1225.0
1384,1423402596.35245,1222.0
1385,1423402596.85599,1227.0
1386,1423402597.37032,1226.0
1387,1423402597.86037,1227.0
1388,1423402598.38156,1224.0
1389,1423402598.86826,1225.0
1390,1423402599.37304,1225.0
1391,1423402599.8853,1225.0
1392,1423402600.37745,1224.0
1393,1423402600.89527,1225.0
1394,1423402601.39792,1224.0
1395,1423402601.89982,1226.0
1396,1423402602.9329,1225.0
1397,1423402603.10032,1225.0
1398,1423402603.41175,1224.0
1399,1423402603.97192,1225.0
1400,1423402604.42636,1226.0
1401,1423402604.92833,1226.0
1402,1423402605.43192,1224.0
1403,1423402605.9413,1225.0
1404,1423402606.44578,1226.0
1405,1423402606.9525,1228.0
1406,1423402607.488,1222.0
1407,1423402607.96946,1225.0
1408,1423402608.46315,1226.0
1409,1423402608.97093,1228.0
1410,1423402609.47806,1224.0
1411,1423402609.97981,1225.0
1412,1423402610.48959,1223.0
1413,1423402611.00165,1227.0
1414,1423402611.49509,1224.0
1415,1423402612.00243,1225.0
1416,1423402612.50513,1224.0
1417,1423402613.00989,1224.0
1418,1423402613.51719,1225.0
1419,1423402614.02302,1225.0
1420,1423402615.23645,1224.0
1421,1423402615.40513,1226.0
1422,1423402615.54142,1224.0
1423,1423402616.04377,1228.0
1424,1423402616.54652,1224.0
1425,1423402617.05384,1225.0
1426,1423402617.55555,1223.0
1427,1423402618.06155,1224.0
1428,1423402618.56341,1223.0
1429,1423402619.06987,1226.0
1430,1423402619.57831,1224.0
1431,1423402620.08099,1227.0
1432,1423402620.62409,1227.0
1433,1423402621.09247,1225.0
1434,1423402621.59746,1225.0
1435,1423402622.10571,1225.0
1436,1423402622.6694,1226.0
1437,1423402623.11118,1226.0
1438,1423402623.6218,1224.0
1439,1423402624.11405,1226.0
1440,1423402624.63844,1224.0
1441,1423402625.13891,1227.0
1442,1423402625.63601,1224.0
1443,1423402626.14632,1224.0
1444,1423402626.64571,1224.0
1445,1423402627.88979,1227.0
1446,1423402628.02804,1224.0
1447,1423402628.1798,1226.0
1448,1423402628.66894,1224.0
1449,1423402629.1755,1227.0
1450,1423402629.67688,1224.0
1451,1423402630.18293,1225.0
1452,1423402630.68601,1224.0
1453,1423402631.20066,1224.0
1454,1423402631.69818,1225.0
1455,1423402632.21468,1226.0
1456,1423402632.70955,1224.0
1457,1423402633.24699,1227.0
1458,1423402633.72594,1224.0
1459,1423402634.25547,1227.0
1460,1423402634.77049,1224.0
1461,1423402635.24598,1225.0
1462,1423402635.73629,1225.0
1463,1423402636.24495,1226.0
1464,1423402636.75322,1224.0
1465,1423402637.25307,1225.0
1466,1423402637.75736,1224.0
1467,1423402638.26956,1226.0
1468,1423402638.76865,1222.0
1469,1423402639.2782,1225.0
1470,1423402640.21214,1236.0
1471,1423402640.35011,1224.0
1472,1423402640.79081,1225.0
1473,1423402641.30166,1224.0
1474,1423402641.79745,1225.0
1475,1423402642.29727,1223.0
1476,1423402642.80926,1222.0
1477,1423402643.32204,1227.0
1478,1423402643.81533,1224.0
1479,1423402644.32558,1224.0
1480,1423402644.83177,1227.0
1481,1423402645.34662,1227.0
1482,1423402645.83243,1250.0
1483,1423402646.34273,1309.0
1484,1423402646.85156,1312.0
1485,1423402647.358,1306.0
1486,1423402647.90124,1286.0
1487,1423402648.37886,1308.0
1488,1423402648.92503,1312.0
1489,1423402649.38067,1312.0
1490,1423402649.91779,1310.0
1491,1423402650.38885,1312.0
1492,1423402650.90972,1312.0
1493,1423402651.40483,1312.0
1494,1423402651.922,1311.0
1495,1423402652.73705,1312.0
1496,1423402652.91635,1311.0
1497,1423402653.41859,1311.0
1498,1423402653.93312,1312.0
1499,1423402654.4283,1346.0
1500,1423402654.94018,1313.0
1501,1423402655.44448,1399.0
1502,1423402655.96339,1401.0
1503,1423402656.4605,1354.0
1504,1423402656.95709,1352.0
1505,1423402657.47167,1358.0
1506,1423402657.96959,1391.0
1507,1423402658.4678,1399.0
1508,1423402658.97886,1356.0
1509,1423402659.48962,1393.0
1510,1423402659.9905,1392.0
1511,1423402660.55183,1360.0
1512,1423402661.00232,1388.0
1513,1423402661.51767,1390.0
1514,1423402662.0145,1385.0
1515,1423402662.51964,1383.0
1516,1423402663.02298,1371.0
1517,1423402663.53817,1355.0
1518,1423402664.03761,1369.0
1519,1423402665.2618,1378.0
1520,1423402665.47699,1370.0
1521,1423402665.61275,1378.0
1522,1423402666.05596,1383.0
1523,1423402666.57521,1370.0
1524,1423402667.06986,1385.0
1525,1423402667.57803,1374.0
1526,1423402668.08123,1376.0
1527,1423402668.60523,1385.0
1528,1423402669.08775,1376.0
1529,1423402669.65758,1389.0
1530,1423402670.10196,1388.0
1531,1423402670.61082,1380.0
1532,1423402671.11188,1374.0
1533,1423402671.61821,1377.0
1534,1423402672.12343,1379.0
1535,1423402672.63743,1369.0
1536,1423402673.1344,1392.0
1537,1423402673.68368,1375.0
1538,1423402674.37036,1375.0
1539,1423402674.66831,1377.0
1540,1423402675.16501,1376.0
1541,1423402675.663,1381.0
1542,1423402676.17416,1378.0
1543,1423402676.68861,1392.0
1544,1423402677.71066,1371.0
1545,1423402677.90219,1380.0
1546,1423402678.22562,1389.0
1547,1423402678.7179,1393.0
1548,1423402679.20609,1386.0
1549,1423402679.70892,1393.0
1550,1423402680.21582,1392.0
1551,1423402680.71834,1379.0
1552,1423402681.22638,1378.0
1553,1423402681.7362,1376.0
1554,1423402682.23517,1373.0
1555,1423402682.7473,1377.0
1556,1423402683.2452,1376.0
1557,1423402683.76314,1372.0
1558,1423402684.25723,1387.0
1559,1423402684.76199,1368.0
1560,1423402685.27741,1384.0
1561,1423402685.78364,1377.0
1562,1423402686.28099,1379.0
1563,1423402686.79717,1373.0
1564,1423402687.29121,1376.0
1565,1423402687.85072,1382.0
1566,1423402688.3208,1374.0
1567,1423402688.81471,1394.0
1568,1423402689.84586,1395.0
1569,1423402690.01715,1390.0
1570,1423402690.33241,1396.0
1571,1423402690.83081,1391.0
1572,1423402691.33921,1393.0
1573,1423402691.84861,1388.0
1574,1423402692.35776,1397.0
1575,1423402692.86146,1388.0
1576,1423402693.36116,1389.0
1577,1423402693.87111,1395.0
1578,1423402694.36945,1391.0
1579,1423402694.87886,1380.0
1580,1423402695.38037,1387.0
1581,1423402695.89356,1375.0
1582,1423402696.39036,1380.0
1583,1423402696.89999,1374.0
1584,1423402697.41109,1377.0
1585,1423402697.91649,1376.0
1586,1423402698.41326,1389.0
1587,1423402698.92182,1384.0
1588,1423402699.42535,1393.0
1589,1423402699.92982,1382.0
1590,1423402700.43597,1388.0
1591,1423402700.96147,1381.0
1592,1423402702.24785,1383.0
1593,1423402702.3918,1386.0
1594,1423402702.52706,1381.0
1595,1423402702.96544,1377.0
1596,1423402703.54735,1377.0
1597,1423402703.97719,1380.0
1598,1423402704.48175,1373.0
1599,1423402704.98953,1376.0
1600,1423402705.49302,1383.0
1601,1423402705.99673,1383.0
1602,1423402706.71231,1387.0
1603,1423402707.03695,1388.0
1604,1423402707.52107,1388.0
1605,1423402708.02051,1387.0
1606,1423402708.52575,1374.0
1607,1423402709.03809,1385.0
1608,1423402709.55002,1383.0
1609,1423402710.04228,1393.0
1610,1423402710.56449,1384.0
1611,1423402711.11451,1386.0
1612,1423402711.57894,1387.0
1613,1423402712.07685,1392.0
1614,1423402712.59005,1376.0
1615,1423402713.08011,1384.0
1616,1423402714.31662,1390.0
1617,1423402714.47136,1381.0
1618,1423402714.61034,1384.0
1619,1423402715.10975,1386.0
1620,1423402715.64126,1383.0
1621,1423402716.11165,1381.0
1622,1423402716.61497,1386.0
1623,1423402717.12296,1383.0
1624,1423402717.62847,1385.0
1625,1423402718.12985,1388.0
1626,1423402718.63921,1390.0
1627,1423402719.17627,1382.0
1628,1423402719.65036,1397.0
1629,1423402720.15385,1395.0
1630,1423402720.66082,1392.0
1631,1423402721.18587,1389.0
1632,1423402722.38319,1389.0
1633,1423402722.53864,1390.0
1634,1423402722.68725,1385.0
1635,1423402723.21957,1381.0
1636,1423402723.69272,1398.0
1637,1423402724.19674,1383.0
1638,1423402724.70924,1390.0
1639,1423402725.26084,1388.0
1640,1423402725.72186,1380.0
1641,1423402726.23373,1391.0
1642,1423402726.75991,1391.0
1643,1423402727.23595,1385.0
1644,1423402727.77341,1384.0
1645,1423402728.25392,1389.0
1646,1423402728.76709,1387.0
1647,1423402729.25273,1388.0
1648,1423402729.90059,1382.0
1649,1423402730.27773,1387.0
1650,1423402730.7722,1389.0
1651,1423402731.28587,1393.0
1652,1423402731.78222,1384.0
1653,1423402732.29278,1391.0
1654,1423402732.79861,1382.0
1655,1423402733.30396,1380.0
1656,1423402733.87864,1393.0
1657,1423402734.73855,1393.0
1658,1423402734.87237,1385.0
1659,1423402735.35464,1385.0
1660,1423402735.83917,1386.0
1661,1423402736.36583,1390.0
1662,1423402736.83774,1381.0
1663,1423402737.34304,1383.0
1664,1423402737.84891,1387.0
1665,1423402738.35669,1390.0
1666,1423402738.99698,1389.0
1667,1423402739.36808,1387.0
1668,1423402739.8706,1395.0
1669,1423402740.37721,1395.0
1670,1423402740.88216,1392.0
1671,1423402741.39567,1387.0
1672,1423402741.8923,1394.0
1673,1423402743.84814,1392.0
1674,1423402744.01763,1392.0
1675,1423402744.16353,1385.0
1676,1423402744.35105,1393.0
1677,1423402744.49133,1396.0
1678,1423402744.92822,1389.0
1679,1423402745.4716,1385.0
1680,1423402745.93848,1392.0
1681,1423402746.4792,1390.0
1682,1423402747.6688,1391.0
1683,1423402747.8053,1391.0
1684,1423402747.97126,1396.0
1685,1423402748.46559,1386.0
1686,1423402748.97174,1394.0
1687,1423402749.53049,1393.0
1688,1423402749.98437,1395.0
1689,1423402750.49144,1395.0
1690,1423402750.99376,1393.0
1691,1423402751.50192,1391.0
1692,1423402752.01005,1390.0
1693,1423402752.52479,1388.0
1694,1423402753.01865,1393.0
1695,1423402753.56533,1396.0
1696,1423402754.02894,1393.0
1697,1423402754.53578,1396.0
1698,1423402755.03899,1395.0
1699,1423402755.54546,1386.0
1700,1423402756.05025,1387.0
1701,1423402756.55508,1390.0
1702,1423402757.06121,1381.0
1703,1423402757.56805,1391.0
1704,1423402758.07466,1393.0
1705,1423402758.5876,1391.0
1706,1423402759.08373,1395.0
1707,1423402760.52588,1393.0
1708,1423402760.68182,1397.0
1709,1423402762.15033,1395.0
1710,1423402762.28733,1395.0
1711,1423402762.42204,1389.0
1712,1423402762.55994,1392.0
1713,1423402762.69443,1388.0
1714,1423402763.12628,1389.0
1715,1423402763.64556,1392.0
1716,1423402764.13907,1388.0
1717,1423402765.37022,1396.0
1718,1423402765.50756,1394.0
1719,1423402765.66151,1389.0
1720,1423402766.16198,1390.0
1721,1423402766.66658,1392.0
1722,1423402767.20909,1386.0
1723,1423402767.69196,1392.0
1724,1423402768.18231,1389.0
1725,1423402768.75012,1391.0
1726,1423402769.24828,1388.0
1727,1423402769.69948,1387.0
1728,1423402770.20477,1391.0
1729,1423402770.71863,1382.0
1730,1423402771.22255,1390.0
1731,1423402771.72373,1390.0
1732,1423402772.22848,1390.0
1733,1423402772.73839,1380.0
1734,1423402773.47489,1387.0
1735,1423402773.74831,1394.0
1736,1423402774.97233,1395.0
1737,1423402775.10844,1396.0
1738,1423402775.26151,1396.0
1739,1423402775.79865,1386.0
1740,1423402776.27694,1392.0
1741,1423402776.79831,1384.0
1742,1423402777.28813,1396.0
1743,1423402777.87626,1392.0
1744,1423402778.2997,1391.0
1745,1423402778.85663,1390.0
1746,1423402779.3067,1396.0
1747,1423402779.81388,1395.0
1748,1423402780.31939,1396.0
1749,1423402780.83822,1387.0
1750,1423402781.33018,1384.0
1751,1423402781.83543,1389.0
1752,1423402782.35272,1390.0
1753,1423402782.84577,1398.0
1754,1423402783.37291,1393.0
1755,1423402783.90133,1393.0
1756,1423402784.36277,1391.0
1757,1423402784.87389,1392.0
1758,1423402786.00555,1396.0
1759,1423402786.27595,1389.0
1760,1423402786.41003,1383.0
1761,1423402787.03644,1386.0
1762,1423402787.40199,1396.0
1763,1423402787.90164,1395.0
1764,1423402788.40912,1390.0
1765,1423402789.0422,1391.0
1766,1423402789.41683,1393.0
1767,1423402789.92763,1385.0
1768,1423402790.4275,1391.0
1769,1423402791.01371,1395.0
1770,1423402791.5945,1387.0
1771,1423402791.94933,1385.0
1772,1423402792.45383,1392.0
1773,1423402792.96187,1388.0
1774,1423402793.46277,1392.0
1775,1423402793.96824,1393.0
1776,1423402794.46741,1389.0
1777,1423402794.98449,1390.0
1778,1423402795.48522,1389.0
1779,1423402796.05911,1389.0
1780,1423402796.50652,1391.0
1781,1423402797.00226,1392.0
1782,1423402797.50653,1393.0
1783,1423402798.74542,1394.0
1784,1423402798.87916,1393.0
1785,1423402799.02824,1391.0
1786,1423402799.53004,1395.0
1787,1423402800.04478,1389.0
1788,1423402800.54252,1388.0
1789,1423402801.09305,1393.0
1790,1423402801.55033,1393.0
1791,1423402802.06291,1394.0
1792,1423402802.59707,1396.0
1793,1423402803.07928,1387.0
1794,1423402803.5739,1393.0
1795,1423402804.08377,1389.0
1796,1423402804.58613,1388.0
1797,1423402805.10112,1391.0
1798,1423402805.6528,1393.0
1799,1423402806.16546,1385.0
1800,1423402806.61846,1389.0
